,source,author,title,description,url,urlToImage,publishedAt,content
51,"{'id': None, 'name': 'Straitstimes.com'}",CLAIRE HUANG,Thousands march in Hong Kong protest despite ban on face masks and city in lockdown - The Straits Times,"Thousands march in Hong Kong protest despite ban on face masks and city in lockdown The Straits Times Hong Kong metro stays shut after night of violent protests ABS-CBN News Hong Kong suspends trains, again rallies after 'dark day' INQUIRER.net China is wreck…",https://www.straitstimes.com/asia/east-asia/thousands-march-in-hong-kong-despite-ban-on-face-masks-and-the-city-in-lockdown,https://www.straitstimes.com/sites/default/files/media-youtube/95HZVvrE8-E.jpg,2019-10-05T08:32:59Z,"HONG KONG - Even with the city in lockdown mode, thousands in face masks marched on Saturday (Oct 5) from the busy shopping district of Causeway Bay to Central, holding banners and chanting slogans, openly defying the face-mask ban which took effect on the sa… [+4128 chars]"
52,"{'id': None, 'name': 'Thesun.co.uk'}",Tom Michael,Moment raging Hong Kong protesters beat taxi driver to a bloody pulp after he ploughed into demonstrators - The Sun,"Moment raging Hong Kong protesters beat taxi driver to a bloody pulp after he ploughed into demonstrators The Sun Police, protesters clash as bid to block Hong Kong mask ban fails Global News China's military issues warning to protesters as laser light hits H…",http://www.thesun.co.uk/news/10079887/hong-kong-protesters-beat-taxi-driver/,https://www.thesun.co.uk/wp-content/uploads/2019/10/AD-COMPOSITE-HK-Cabbie.jpg?strip=all&quality=100&w=1200&h=800&crop=1,2019-10-07T09:45:00Z,"SHOCKING footage shows Hong Kong protesters battering a cabbie after he ploughed his car into a crowd of demonstrators.
The brutal scene was filmed yesterday in the central Sham Shui Po district as the protests become increasingly violent.
 A cabbie is batt… [+4619 chars]"
53,"{'id': None, 'name': 'Bbc.com'}",https://www.facebook.com/bbcnews,Few convinced by Apple's case for Hong Kong app removal - BBC News,Few convinced by Apple's case for Hong Kong app removal BBC News Apple removes app used by Hong Kong protesters to track police movements CNN Apple CEO Tim Cook defends removal of Hong Kong mapping app in email to employees The Verge The dirty secret of Hong …,https://www.bbc.com/news/technology-50009971,https://ichef.bbci.co.uk/news/1024/branded_news/1A2A/production/_109189660_whatsubject.jpg,2019-10-11T02:06:16Z,"Image copyrightGetty ImagesImage caption
 Apple said it had credible information that the hkmap.live app was putting people in danger
As if piling up sandbags before a flood, Apple was well prepared to face backlash over its decision to remove an app used b… [+5954 chars]"
54,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Editorial,Hong Kong medics join anti-government protests to 'resist tyranny',"Hong Kong medical workers plan to rally in the heart of the city's financial center on Saturday, angry at perceived police brutality during more than four months of sometimes violent anti-government protests.",https://www.reuters.com/article/us-hongkong-protests-idUSKBN1X500V,https://s3.reutersmedia.net/resources/r/?m=02&d=20191026&t=2&i=1445046063&w=1200&r=LYNXMPEF9P01N,2019-10-26T01:11:35Z,"HONG KONG (Reuters) - Hong Kong medical workers plan to rally in the heart of the city’s financial center on Saturday, angry at perceived police brutality during more than four months of sometimes violent anti-government protests. 
Pro-democracy activists ha… [+827 chars]"
55,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Editorial,"Hong Kong to introduce anti-mask law, effective midnight: media","Hong Kong leader Carrie Lam will hold a news conference on Friday, a police spokesman said, as media reported the government was expected to announce a ban on face masks at public rallies, effective from midnight.",https://www.reuters.com/article/us-hongkong-protests-masks-idUSKBN1WJ0I6,https://s4.reutersmedia.net/resources_v2/images/rcom-default.png,2019-10-04T05:46:20Z,"HONG KONG (Reuters) - Hong Kong leader Carrie Lam will hold a news conference on Friday, a police spokesman said, as media reported the government was expected to announce a ban on face masks at public rallies, effective from midnight. 
Two sources told Reut… [+263 chars]"
56,"{'id': None, 'name': 'Globalnews.ca'}",Kelvin Chan,"Demonstrators, police prepare for another weekend of protests in Hong Kong - Global News","Demonstrators, police prepare for another weekend of protests in Hong Kong Global News China is 'more and more free,’ some mainland Chinese say, as they call Hong Kong demonstrators ‘brainwashed’ The Globe and Mail Hong Kong protesters pray, gird for unauthor…",http://globalnews.ca/news/6054052/hongk-kong-unauthorized-rally/,https://shawglobalnews.files.wordpress.com/2019/10/800-9.jpeg?quality=70&strip=all&w=720&h=379&crop=1,2019-10-19T12:09:31Z,"Hong Kong anti-government protesters are set for another weekend of civil disobedience as they prepare to hold an unauthorized protest march to press their demands.
Supporters held a prayer rally on Saturday night to call for international help for their cau… [+3566 chars]"
57,"{'id': None, 'name': 'Abs-cbn.com'}",Kyodo News,Taiwan joins global protest in support of Hong Kong - ABS-CBN News,Taiwan joins global protest in support of Hong Kong ABS-CBN News Hong Kong protesters march in defiance ahead of National Day INQUIRER.net Hong Kong police fire tear gas at protesters in shopping district Rappler The Making of a Chinese Patriot The New York T…,https://news.abs-cbn.com/overseas/09/30/19/taiwan-joins-global-protest-in-support-of-hong-kong,https://sa.kapamilya.com/absnews/abscbnnews/media/2019/afp/09/29/taiwan.jpg,2019-09-29T16:24:00Z,"TAIPEI - Tens of thousands of people took to the streets of Taipei and four other major Taiwanese cities on Sunday as part of a global ""anti-totalitarianism rally"" in support of Hong Kong protesters who have been demanding greater democracy for the last four … [+3279 chars]"
58,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Editorial,Factbox: What's next for Hong Kong's protest movement,"Global media coverage of petrol bombs, tear gas and street clashes in Hong Kong days before China wants to celebrate the 70th anniversary of the founding of the People's Republic presents Beijing with a major public relations challenge.",https://www.reuters.com/article/us-hongkong-protests-keydates-idUSKBN1WC0Q4,https://s4.reutersmedia.net/resources_v2/images/rcom-default.png,2019-09-27T07:56:55Z,"(Reuters) - Global media coverage of petrol bombs, tear gas and street clashes in Hong Kong days before China wants to celebrate the 70th anniversary of the founding of the People’s Republic presents Beijing with a major public relations challenge. 
Millions… [+4587 chars]"
59,"{'id': 'the-new-york-times', 'name': 'The New York Times'}",Keith Bradsher and Daniel Victor,Hong Kong Leader Invokes Emergency Powers to Ban Masks During Protests,"The chief executive used her emergency powers to bypass the legislature, a step long feared by opposition lawmakers and some observers.",https://www.nytimes.com/2019/10/04/world/asia/hong-kong-emergency-powers.html,https://static01.nyt.com/images/2019/10/04/world/04hk-emergency-1/04hk-emergency-1-facebookJumbo.jpg,2019-10-04T06:17:42Z,"But while the government was deeply split on the issue through Tuesday, the escalation of violence on Tuesday night, including the first police shooting of a protester, left the authorities reconsidering every option, Mr. Tsang said.
It appears we need more … [+1843 chars]"
60,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Editorial,Hong Kong police and protesters exchange tear gas and petrol bombs,Hong Kong police fired tear gas at protesters throwing petrol bombs on Sunday as thousands staged an illegal march through the Kowloon district that will test the strength of the pro-democracy campaign after four months of unrest.,https://www.reuters.com/article/us-hongkong-protest-teargas-idUSKBN1WZ05V,https://s3.reutersmedia.net/resources/r/?m=02&d=20191020&t=2&i=1442935292&w=1200&r=LYNXMPEF9J06P,2019-10-20T08:17:57Z,"HONG KONG (Reuters) - Hong Kong police fired tear gas at protesters throwing petrol bombs on Sunday as thousands staged an illegal march through the Kowloon district that will test the strength of the pro-democracy campaign after four months of unrest. 
Poli… [+1046 chars]"
61,"{'id': 'business-insider', 'name': 'Business Insider'}","feedback@businessinsider.com (Rosie Perper), Rosie Perper",Hong Kong police claim without providing evidence that hardcore groups of protesters have called for 'murdering' police,"Screenshot/Hong Kong Police Hong Kong police warned that planned protests on Tuesday would bring ""extreme danger"" to the city. China on Tuesday is marking the 70th anniversary of the Communist Party, and activists have called for marches across the city in pr…",https://www.businessinsider.com/hong-kong-police-claim-national-day-protests-very-dangerous-2019-10,https://image.businessinsider.com/5d92b7862e22af54ac364b78?width=1200&format=jpeg,2019-10-01T06:20:00Z,"Hong Kong police on Monday warned that planned protests in the city were expected to be ""very, very dangerous"" and claimed that hardline protesters had called on people to murder police and set fire to gas stations. 
Hong Kong is bracing for more protests on… [+3330 chars]"
62,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Editorial,Hong Kong pro-democracy activists hoist 'Lady Liberty' statue above city to rally protests,"Hong Kong protesters scaled the city's Lion Rock peak and hoisted a large statue they called ""Lady Liberty"" early on Sunday to rally anti-government activists ahead of more planned demonstrations in the Asian financial hub.",https://www.reuters.com/article/us-hongkong-protests-idUSKBN1WS026,https://s2.reutersmedia.net/resources/r/?m=02&d=20191013&t=2&i=1440239875&w=1200&r=LYNXMPEF9C03F,2019-10-13T02:56:56Z,"HONG KONG (Reuters) - Hong Kong protesters scaled the city’s Lion Rock peak and hoisted a large statue they called “Lady Liberty” early on Sunday to rally anti-government activists ahead of more planned demonstrations in the Asian financial hub. 
The three-m… [+3567 chars]"
63,"{'id': None, 'name': 'Cnet.com'}",Carrie Mihalcik,Apple pulls HKmap.live app used in Hong Kong protests - CNET,The move comes after pressure from China.,https://www.cnet.com/news/apple-pulls-hkmap-live-app-used-in-hong-kong-protests/,https://cnet1.cbsistatic.com/img/pMEceH6f7T-aYxa8JM3lzYdN9GA=/756x567/2019/10/10/60ec65e5-4cab-4cb0-b583-88e7872297eb/hong-kong-protest-gettyimages-1174669385.jpg,2019-10-10T12:58:10Z,"Anti-government demonstrators in Hong Kong. 
Vernon Yuen/NurPhoto via Getty Images
Apple has removed HKmap.live, a mapping app that crowdsources the location of police and protestors in Hong Kong, from the App Store, saying it violated the store's guideline… [+870 chars]"
64,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Editorial,Hong Kong set for more subdued weekend of protests,"Hong Kong is gearing up for what is expected to be a relatively quiet weekend of protests, although there is no sign that anti-government activists are backing down on their calls for greater democracy and other demands.",https://www.reuters.com/article/us-hongkong-protests-idUSKBN1X4099,https://s2.reutersmedia.net/resources/r/?m=02&d=20191025&t=2&i=1444714835&w=1200&r=LYNXMPEF9O05C,2019-10-25T02:55:34Z,"HONG KONG (Reuters) - Hong Kong is gearing up for what is expected to be a relatively quiet weekend of protests, although there is no sign that anti-government activists are backing down on their calls for greater democracy and other demands. 
Hundreds of Ho… [+2051 chars]"
65,"{'id': 'reuters', 'name': 'Reuters'}",Stephen Nellis,Apple removes police-tracking app used in Hong Kong protests from its app store,"Apple Inc on Wednesday removed an app that protestors in Hong Kong have used to track police movements, saying the app violated its rules because it was used to ambush police and by criminals who used it to victimize residents in areas with no law enforcement.",https://www.reuters.com/article/us-hongkong-protests-apple-idUSKBN1WP09U,https://s3.reutersmedia.net/resources/r/?m=02&d=20191010&t=2&i=1439091964&w=1200&r=LYNXMPEF9904M,2019-10-10T03:29:58Z,"SAN FRANCISCO (Reuters) - Apple Inc on Wednesday removed an app that protestors in Hong Kong have used to track police movements, saying the app violated its rules because it was used to ambush police and by criminals who used it to victimize residents in are… [+1365 chars]"
66,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Editorial,Hong Kong journalist hit by petrol bomb recovering in hospital,A journalist working with Hong Kong's public broadcaster was recovering in hospital on Monday after he was hit by a petrol bomb during weekend protests in the city.,https://www.reuters.com/article/us-hongkong-protests-molotovcocktail-idUSKBN1WM0BU,https://s4.reutersmedia.net/resources_v2/images/rcom-default.png,2019-10-07T05:31:48Z,"HONG KONG (Reuters) - A journalist working with Hong Kong’s public broadcaster was recovering in hospital on Monday after he was hit by a petrol bomb during weekend protests in the city. 
Flames briefly flared around the man’s head and neck as his helmet and… [+1036 chars]"
67,"{'id': None, 'name': 'Manilatimes.net'}",,Travel to Hong Kong still safe - Locsin - The Manila Times,Hong Kong police stand off with protesters during a demonstration in the Sham Shui Po area. AFP PHOTO,https://www.manilatimes.net/2019/10/06/news/latest-news/travel-to-hong-kong-still-safe-locsin/627441/,https://s14255.pcdn.co/wp-content/uploads/2019/10/HK2.jpg,2019-10-06T07:39:10Z,"Hong Kong police stand off with protesters during a demonstration in the Sham Shui Po area. AFP PHOTO
Protesters stand off with police during a demonstration in the Sham Shui Po area in Hong Kong on October 1, 2019, as the city observes the National Day holi… [+1663 chars]"
68,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Editorial,Hong Kong bans protesters from police housing areas amid escalating violence,A Hong Kong court has granted an injunction to ban anyone from blocking or damaging areas used to house married police officers and other disciplined services that have been targeted in more than four months of anti-government protests.,https://www.reuters.com/article/us-hongkong-protests-idUSKBN1WU03S,https://s2.reutersmedia.net/resources/r/?m=02&d=20191015&t=2&i=1440923240&w=1200&r=LYNXMPEF9E02B,2019-10-15T01:42:25Z,HONG KONG (Reuters) - A Hong Kong court has granted an injunction to ban anyone from blocking or damaging areas used to house married police officers and other disciplined services that have been targeted in more than four months of anti-government protests. … [+1903 chars]
69,"{'id': None, 'name': 'Youtube.com'}",,"Rally in Hong Kong calls for international support, teenager stabbed in Tai Po - South China Morning Post","Rally in Hong Kong calls for international support, teenager stabbed in Tai Po South China Morning Post Hong Kong's leader backs police use of force as protesters plan 'illegal' march ABS-CBN News Hong Kong protests: bring back app or risk 'complicity' in rep…",https://www.youtube.com/watch?v=JA-ZH_aASC8,https://i.ytimg.com/vi/JA-ZH_aASC8/maxresdefault.jpg,2019-10-19T16:17:21Z,"Subscribe to our YouTube channel for free here: https://sc.mp/subscribe-youtube
As the city entered its 20th consecutive weekend of anti-government protests, triggered by the now-abandoned extradition bill,more than a thousand people gathered in Central, Hon… [+358 chars]"
70,"{'id': None, 'name': 'Ctvnews.ca'}",Eileen Ng and John Leicester,Police shoot protester in Hong Kong day of rage - CTV News,Police shoot protester in Hong Kong day of rage CTV News A staggering display of new weaponry to mark China’s 70th anniversary National Post Hong Kong protester shot in clash with police as China's Communist Party marks 70th anniversary CBC.ca I’m a Canadian …,https://www.ctvnews.ca/world/hong-kong-protester-shot-as-china-marks-its-70th-anniversary-1.4618170,https://www.ctvnews.ca/polopoly_fs/1.4618257.1569926784!/httpImage/image.jpg_gen/derivatives/landscape_620/image.jpg,2019-10-01T14:56:00Z,"HONG KONG -- In a fearsome escalation of violence, Hong Kong police shot a protester in the chest at close range Tuesday, leaving the teenager bleeding and howling on the ground. Tens of thousands joined anti-government demonstrations that spread across the s… [+6016 chars]"
71,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Editorial,Hong Kong police fire tear gas hours after government imposes emergency laws,"Hong Kong police fired tear gas to disperse protesters in the New Territories district of Sha Tin on Friday, hours after the government imposed emergency laws designed to quell violent unrest that has roiled the city for four months.",https://www.reuters.com/article/us-hongkong-protests-teargas-idUSKBN1WJ1NU,https://s4.reutersmedia.net/resources_v2/images/rcom-default.png,2019-10-04T14:06:43Z,"(Reuters) - Hong Kong police fired tear gas to disperse protesters in the New Territories district of Sha Tin on Friday, hours after the government imposed emergency laws designed to quell violent unrest that has roiled the city for four months. 
Hong Kong’s… [+295 chars]"
72,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Editorial,Hong Kong police relaxed guidelines for using force in protests: documents,"Hong Kong police loosened guidelines on the use of force officers should use in the run-up to demonstrations on Oct. 1, giving them greater power to deal with protesters in difficult situations, according to documents seen by Reuters.",https://www.reuters.com/article/us-hongkong-protests-police-idUSKBN1WI0TX,https://s1.reutersmedia.net/resources/r/?m=02&d=20191003&t=2&i=1436582936&w=1200&r=LYNXMPEF920N2,2019-10-03T09:22:50Z,"HONG KONG (Reuters) - Hong Kong police loosened guidelines on the use of force officers should use in the run-up to demonstrations on Oct. 1, giving them greater power to deal with protesters in difficult situations, according to documents seen by Reuters. 
… [+272 chars]"
73,"{'id': None, 'name': 'Npr.org'}",Julie McCarthy,Hong Kong Braces For Massive Weekend Protests,Saturday marks five years since the pro-democracy Umbrella Movement formed calling for transparent elections. It comes ahead of the 70 th anniversary of the People's Republic of China on Tuesday.,https://www.npr.org/2019/09/27/765016873/hong-kong-braces-for-massive-weekend-protests,https://media.npr.org/assets/img/2019/09/27/gettyimages-1171364504_wide-0eff51eaa97210a1f35386d49492b15c668c1b84.jpg?s=1400,2019-09-27T16:22:13Z,"Protesters flashing their smartphones lights as they stage a rally at Edinburgh Place in Hong Kong, Friday.
Vincent Thian/AP
Hong Kong is bracing for more rallies and unrest this weekend as two important anniversaries loom, sparking fears that anti-governme… [+3911 chars]"
74,"{'id': 'reuters', 'name': 'Reuters'}",Donny Kwok,Protests split Hong Kong entertainment world; many keep silent,"The anti-government protests that have roiled Hong Kong for four months have also split the city's influential entertainment community, with stars who weigh in doing so at the risk of alienating fans on either side of the often-bitter divide.",https://www.reuters.com/article/us-hongkong-protests-entertainment-idUSKBN1WD05T,https://s4.reutersmedia.net/resources_v2/images/rcom-default.png,2019-09-28T07:24:47Z,"HONG KONG (Reuters) - The anti-government protests that have roiled Hong Kong for four months have also split the city’s influential entertainment community, with stars who weigh in doing so at the risk of alienating fans on either side of the often-bitter di… [+2682 chars]"
75,"{'id': 'reuters', 'name': 'Reuters'}",Jessie Pang,Hong Kong protesters gear up at 'National Calamity Hardware Store',"While months of anti-government protests have taken a toll on Hong Kong businesses, from luxury retailers to hotels and restaurants, Keita Lee's pop-up stall is thriving.",https://www.reuters.com/article/us-hongkong-protests-hardware-shop-idUSKBN1WQ09J,https://s3.reutersmedia.net/resources/r/?m=02&d=20191011&t=2&i=1439540273&w=1200&r=LYNXMPEF9A087,2019-10-11T04:09:12Z,"HONG KONG (Reuters) - While months of anti-government protests have taken a toll on Hong Kong businesses, from luxury retailers to hotels and restaurants, Keita Lee’s pop-up stall is thriving. 
Since demonstrations escalated in mid-June, Lee, 33, has been ru… [+3541 chars]"
76,"{'id': None, 'name': 'Globalnews.ca'}",,Hong Kong leader Lam criticized in first town hall with protesters - Global News,"Hong Kong leader Lam criticized in first town hall with protesters Global News Hong Kong braces for another weekend of protests despite leader's public meeting CBC News Five Years On, Hong Kong Activist Joshua Wong Speaks to TIME About the Umbrella Revolution…",https://globalnews.ca/news/5958830/hong-kong-protest-town-hall/,https://shawglobalnews.files.wordpress.com/2019/09/21831857.jpg?quality=70&strip=all&w=720&h=379&crop=1,2019-09-27T03:08:00Z,"Hong Kong leader Carrie Lam came under a barrage of criticism at a town hall session Thursday, with citizens accusing her government of turning a deaf ear to months of protests calling for democratic reforms in the semi-autonomous Chinese territory.
READ MOR… [+4384 chars]"
77,"{'id': None, 'name': 'Ctvnews.ca'}",John Leicester and Eileen Ng,Hong Kong's leader says mask ban necessary to quell violence - CTV News,Hong Kong's leader says mask ban necessary to quell violence CTV News Teen shot as Hong Kong protesters unleash anger over ban on face masks CBC.ca Law banning protesters from wearing masks stirs new unrest in Hong Kong Global News After a Hong Kong protester…,https://www.ctvnews.ca/world/hong-kong-s-leader-says-mask-ban-necessary-to-quell-violence-1.4623740,https://www.ctvnews.ca/polopoly_fs/1.4623741.1570169903!/httpImage/image.jpg_gen/derivatives/landscape_620/image.jpg,2019-10-04T22:00:00Z,"Hong Kong's embattled leader insisted a new measure banning masks at rallies was not a move toward authoritarian rule or at the behest of the Chinese government, which signalled its approval shortly after she implemented the toughened response to quell four m… [+5626 chars]"
78,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Editorial,U.S. lawmakers urge Apple to restore HKMap app used in Hong Kong: letter,"A bipartisan group of seven U.S. lawmakers including Senators Ted Cruz, Ron Wyden and Marco Rubio and Representative Alexandria Ocasio-Cortez on Friday urged Apple Inc chief executive Tim Cook to restore the HKMap app used in Hong Kong.",https://www.reuters.com/article/us-hongkong-protests-apple-idUSKBN1WX2EN,https://s4.reutersmedia.net/resources/r/?m=02&d=20191018&t=2&i=1442401692&w=1200&r=LYNXMPEF9H1VS,2019-10-18T18:49:38Z,"WASHINGTON (Reuters) - A bipartisan group of seven U.S. lawmakers including Senators Ted Cruz, Ron Wyden and Marco Rubio and Representative Alexandria Ocasio-Cortez on Friday urged Apple Inc (AAPL.O) chief executive Tim Cook to restore the HKMap app used in H… [+449 chars]"
79,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Editorial,Factbox: Global firms take action after China criticism over Hong Kong protests,Global companies and brands are walking a tightrope in China as they weigh the risks of angering consumers in the world's most populous country over protests in Hong Kong.,https://www.reuters.com/article/us-hongkong-protests-factbox-idUSKBN1WP2EW,https://s1.reutersmedia.net/resources/r/?m=02&d=20191010&t=2&i=1439329519&w=1200&r=LYNXMPEF991O1,2019-10-10T16:13:42Z,"(Reuters) - Global companies and brands are walking a tightrope in China as they weigh the risks of angering consumers in the world’s most populous country over protests in Hong Kong. 
Apple on Thursday was the latest company to face criticism over an app th… [+2786 chars]"
